Age,Income,CreditScore,AccountTenure,MonthlySpending,TransactionFrequency,AvgAccountBalance,NumProducts,AppUsageScore,SupportCalls
30,53126.233041244326,621.6130783867208,3,2306.0041151637306,85,50800.08215116516,6,5.178397782573457,2
56,90984.18953052608,567.3534268858334,12,1768.5754219681785,114,34477.65925258835,7,9.3445735396239,2
34,37668.28391492306,707.6197923907888,8,1156.0102836740602,26,11941.923479712284,3,9.112481711295914,6
51,36573.13980538056,599.0270691095378,2,2291.645160114819,72,38585.16701622917,3,1.8089045209057422,4
35,78843.33010327657,576.8749464282702,4,2601.265833193963,23,11090.505791668767,7,2.1873684317842974,11
28,77201.9276828614,756.4993471580026,14,1364.9768063488555,70,21236.268874189678,5,5.4595825959757445,5
34,67075.25557983737,726.0907738677708,16,2199.8698492052094,43,32476.74910101854,5,1.9595734552488113,5
43,54240.955561943876,660.0097001101444,19,1868.140828695081,77,26721.212362200647,4,4.110227860138277,8
60,70048.44258380824,671.9572050045683,2,1207.6293444033895,23,40266.979877752456,2,2.335468403957299,0
41,94416.60594239068,535.5593475809635,12,3743.0615938643004,20,57330.12043758153,2,6.724363196186973,7
36,110310.9241574845,735.0046951435532,14,3954.2843237269412,58,2939.5408707290044,4,9.545458885652456,9
38,26871.72589049687,638.4361121306789,6,3737.7192139507706,29,15074.958217854686,2,9.970603932649434,4
44,51621.597615029066,699.8174517879885,13,2399.013051254201,116,24745.675438434642,3,4.377170192472233,5
46,50364.53474030321,530.6862642925109,4,2473.1406335297534,22,13052.135850398881,4,6.39111373403151,5
45,92530.38943399364,738.6540819296928,18,1224.1919731127798,27,18864.405972531516,4,8.706408881716731,0
61,15000.0,634.8293138368565,12,2997.559474289606,89,31637.294094126024,2,2.0571586551674557,2
49,70276.70386131092,597.4374641726388,19,2703.558047422745,15,29643.624970501503,1,7.206079699467685,11
35,54863.79383161933,659.6239019306979,8,5912.736875830817,43,23709.990954588255,2,4.679592955525614,5
21,92762.25499095282,644.2162869238709,7,3804.5228344188918,109,22215.95754896346,6,2.855315442521477,10
45,90020.77680008921,744.456056774592,16,2878.2939118850254,72,16641.947982595753,1,4.624782568726978,10
27,67310.13469653386,654.7762926583024,19,2450.0688268080107,29,41067.84259171577,4,1.6836425826842518,8
29,28405.53858576406,761.757021596802,6,3701.5678444926707,67,44950.83254889497,1,7.258664337303752,5
44,48522.21035329734,699.8085569473444,11,1401.1135955433738,100,35282.210054127056,3,3.2746840187360777,11
21,50712.17846772523,733.6620732327425,5,3867.5653744168376,34,2759.3511820106833,5,3.802650805403902,5
64,33470.9041109307,679.8700128063268,16,1195.427799715241,49,16066.843549482926,1,2.089731684173165,0
28,83091.6856371874,756.323538940393,7,1826.1713713423221,94,22994.98939659327,6,8.781932025009025,8
44,30931.47005451188,610.7825605830394,5,294.1846007146487,65,5889.582081166478,5,5.440998513544647,3
31,99306.55016907424,686.8174674496596,11,3236.89146765891,104,21186.255570933925,3,6.149321900077602,1
37,99256.45268090916,656.2138502341151,15,2799.9148315158272,55,20333.326888013646,6,6.124894147853691,0
28,52298.79476280988,763.7977087704387,3,1826.2203702807715,102,36262.07261880846,7,4.6944380308720755,2
55,66569.90740259632,769.9420642795656,5,1385.0334508290177,13,12525.643404820525,5,2.732769238943255,2
55,58554.33043859152,680.0252755542272,5,4154.466672040081,80,37449.54332410543,7,7.7061947364856,4
53,78036.4960072338,602.5093339342517,9,2339.6752748761955,6,5639.4794574592015,3,2.143506388219069,0
25,85493.54677129518,705.6258390075001,15,1579.2455505753092,106,7732.412035079693,5,1.9348641125092945,6
62,65159.93984240132,580.123415897974,3,4806.31955634163,9,14309.565384020189,5,7.3913053383685305,0
59,69382.33419562125,777.5685679269867,6,1711.524497029945,66,20718.078299972123,2,2.8795331840678546,3
61,47587.91472120967,651.6097957618377,17,3866.340485744543,73,500.0,6,3.760954762175491,5
48,68734.27933780677,678.1657901949503,8,1118.8113231873117,56,26889.463481164086,6,5.2770472030156625,0
27,63255.24157847962,639.1429354515948,11,2074.064523751633,90,45640.13797618627,1,5.044161850565915,6
29,41764.110224972865,625.8931047979507,6,3102.749470458864,9,29769.0435196603,7,7.377212125584993,9
28,59719.257813137774,724.2374789928232,8,2430.5956604751696,63,16839.95109792256,7,6.610886140990249,6
32,52336.34964027854,670.4829993769207,10,2792.515625815663,72,3731.1337659561086,6,6.799565460536791,2
54,47810.08836363883,682.5489523353905,3,1853.3981847711943,13,500.0,6,7.426488975899116,3
53,37070.17584800864,619.7665352468696,14,582.6446177204868,97,500.0,5,3.6335145468111882,5
43,61250.05466498952,731.3635534098224,14,4258.691661237653,26,18037.401874896845,7,3.900999806204263,10
44,44390.51987349313,737.4673841082121,10,1926.605947151117,31,51603.650276769025,4,4.941979731059988,6
57,50577.836553946014,667.4642907872253,12,2846.8149466388068,14,500.0,2,3.767159557301735,3
55,81502.48550434578,756.0753279999133,6,3342.348989958791,84,30503.268338525944,1,9.864440820737771,9
64,72642.32202536755,673.7525507465286,12,2870.5098451736717,110,9834.268814210876,2,8.326467337792867,10
60,40424.667042774934,726.7853297773293,14,1649.6904796741414,110,14967.575614574853,1,2.481892194304266,8
42,67037.82135812873,582.6243451501941,2,3891.717954342126,65,5934.516701839817,3,1.0503474029368256,8
47,62655.613965283104,701.2058519891848,9,3116.415010029843,55,500.0,5,1.3850494142254108,8
55,94033.92417066923,663.7111119435839,10,2738.528380414274,14,21884.558580084813,6,3.1965710593863275,11
21,87662.9000174455,689.3313455572998,17,2710.701764303067,10,23942.052297045037,6,2.028621572531709,9
55,29325.02548580328,686.6409443393495,17,4518.714813108469,66,30025.10088078936,4,5.800043034033149,5
57,77222.55337917202,687.541989330619,3,1623.9253368962209,117,500.0,7,8.721957004546228,1
34,85303.94503247397,716.9420437617532,19,2998.306994041296,9,33109.58500217131,7,7.630751988219046,1
23,71187.18417456662,646.0895821036413,1,1865.644610079787,74,33377.11331382776,2,2.9404815677397136,10
21,53291.75712611619,714.1447555721386,12,200.0,67,26367.405296472076,2,4.5936933042320724,3
25,108267.87830234272,753.9514929870744,7,200.0,60,13685.575743973086,2,5.571047885781499,8
46,73028.18561854045,595.3915397011806,4,1282.436350027944,63,24626.46300783417,7,8.29185264553002,2
34,99530.88547456455,633.1675941062405,10,1709.8682007852453,67,17593.264147845166,6,8.552094427955483,5
59,87029.56858947015,635.6878744699288,13,5107.539699233037,115,34527.74494977509,7,9.187464807169984,1
47,69282.69320446608,614.4772520329425,2,3338.066121167307,93,14501.835531098255,2,5.583207254525877,0
29,48405.98177052745,651.5181338217765,10,3446.011625031304,63,21620.366451150025,5,7.248472717922766,11
35,59517.902436949975,741.9871109239904,4,1735.5057924995726,55,500.0,1,2.0062033411054343,4
35,55561.75094412894,766.8552154707457,18,2573.592603423338,54,24579.496837853323,6,6.087600639585839,7
46,35709.6208870146,686.3704981847901,5,5267.383581695458,8,8756.683236428948,5,3.238226285240216,9
62,73005.63149919406,660.545839349108,19,1042.6987914669223,108,27686.99326040854,3,4.8854519652395,9
33,91347.06003918819,728.1754381448396,2,3047.4865568407768,52,31826.37342871751,5,6.706454574760475,1
52,54033.930108971064,538.1618903448692,12,4433.554920292316,36,10850.405868580216,5,3.31287344068403,9
59,103273.12998449474,616.6892916738105,17,3659.1317025666876,55,20467.824537015753,3,1.4696655201708497,8
52,28848.344282765327,540.702175598005,10,4661.84753671028,56,22617.423670298867,5,1.0921047076788177,11
24,81087.27096774407,616.0580169586735,2,2755.4383078325545,103,25520.955978999817,1,1.1994358199006938,7
50,93430.4047081082,633.97894838588,6,3224.1436302245174,78,31847.867384658733,6,1.0751476376239268,2
57,55919.38838037879,768.6609126762608,8,2631.7292641484473,38,29885.167645451944,4,1.9931955090208793,0
43,56278.86989714238,514.3362820306406,19,3140.014670967497,40,14301.645391278007,7,3.155398431131169,3
59,80855.30351688803,654.99784398594,11,1401.7523052358924,74,43974.82893731156,3,2.9909936276406928,7
35,70119.82219919069,717.1739883306865,12,3450.8180907324186,47,31279.812141812014,6,9.881169347619071,2
63,20051.77313080986,704.6438397961456,9,2853.0979753204674,114,41077.1658837804,2,3.754054946880489,9
49,43132.53690921239,767.7042880120937,2,2575.191239505457,20,25200.600850578787,1,2.146787050234592,11
56,59729.009039050805,689.6630887157953,8,4595.669965379026,63,26087.08182917811,4,5.910062897509822,1
33,32606.036406298663,702.4566908288687,11,2181.5375210742704,57,18242.13422893185,1,8.721617098577575,6
52,50516.513671401925,569.689590091847,4,3949.386441544519,23,13343.382823434567,1,7.1025433910890765,3
27,33106.29149512132,620.7038685093914,10,4068.734316519707,102,34630.07271656553,2,3.664738802219053,5
42,52596.587388932196,573.0377153931186,16,3526.653261502556,93,23968.85936872124,4,6.054545438123094,4
48,53267.545453576786,714.356486474846,8,1341.8803951161049,99,18026.542317299074,7,7.433703767803682,1
22,67035.09353187427,700.9214271054348,4,2930.893956811786,117,4660.625211928966,1,7.552940431309681,9
62,58164.813520009986,698.812278037011,10,4850.1691613578,45,43326.73306562179,2,6.998846097679199,1
26,70055.79442081512,627.1139834925156,12,317.7357583759558,85,21689.38151948855,3,8.837293822980563,8
48,67670.88014947843,621.6230132410001,14,2274.809806844559,51,1599.161341721734,2,8.83094912509694,10
48,80626.79988528621,692.566815937785,16,3894.7702236018395,98,21221.33698736785,5,6.210429034663029,9
64,77475.66081920231,639.8368368337319,18,2361.6152802548345,107,16986.193432991568,6,4.86870732200091,1
64,75362.47670269433,618.7757261700658,12,3471.8653803686475,58,16370.803997822773,2,6.774132660085899,7
40,122097.34856933443,649.496637724516,18,4191.029234318948,59,28643.897029570482,2,8.363908012334168,7
50,66948.05273284658,640.3554778378815,7,2778.407539778563,99,17006.907178546462,2,1.0508689435706624,0
31,111871.43007717724,627.9966215222928,7,3110.788625026649,23,15417.514218792614,7,9.92797308113366,0
48,68244.36804487868,606.4539309945438,9,2610.245120296241,66,40436.07105408288,1,2.646043950962793,3
45,58342.981703882164,706.9213861003344,1,2857.3670583643802,103,500.0,7,5.232240870939786,1
59,52536.69635573606,773.3629663686235,6,5023.122921875525,97,19229.26538158585,4,8.8482676135858,11
53,90194.51596896858,677.6597479628808,6,2423.261808783223,63,33932.7779098822,2,3.0253635913977943,0
21,92810.06785775875,693.3460482181956,12,2076.215154465303,69,29403.986733387006,2,5.291157015103449,8
47,71995.67711929459,712.1826711561022,12,3750.105074823715,72,35300.72889914927,5,2.1932396216306125,2
33,82670.93549005411,701.9939454315873,10,1488.4932013098482,32,50323.57819826006,5,4.555686928493733,0
61,34455.590681538335,629.1852603009812,6,1762.3342512817112,22,45484.27615837988,3,2.594219093137023,1
23,29024.403549755763,783.1907726661551,17,1769.985647256853,30,2666.979291756881,3,4.272649738940413,7
59,84926.53771594907,634.5613691793224,19,2192.9505730503515,108,500.0,5,4.361177951134498,4
26,57463.77004193956,718.8853018796245,18,2245.36064215593,23,24902.78610047773,4,9.938537106384995,10
28,74986.04834795005,711.8114784405747,6,3338.9195075986086,59,500.0,3,9.95331726373395,6
47,45654.241000878435,562.4935074719217,19,2089.1660376895875,61,500.0,6,2.0330765079455118,5
29,93139.7693940955,658.4692149852249,10,3387.356163082224,10,24743.642867923794,6,7.5337190139551256,0
57,29191.626562219273,683.3977071087302,8,3537.016845810139,5,28505.679882278506,4,1.4657093170219104,5
53,32288.298270346226,687.9890726854571,6,1715.7865608003515,12,45667.1096832352,5,1.2717281380346976,10
62,88886.2316742469,698.085230931006,7,3511.2472224381413,101,31526.466049856353,3,1.9480050482046787,6
64,15000.0,725.4597723763985,1,3620.102179549946,55,48793.40128954466,2,9.689370913071405,3
44,67571.37736189833,679.5490781437533,18,386.8762760429695,111,25333.31278003967,5,9.467771931052276,7
35,57853.48008806846,701.2770540810766,12,2852.17714344876,89,2955.9464198096357,3,2.745350382526124,7
52,45280.961615999404,677.302724793657,16,1892.310270038904,92,32332.805842574355,4,2.4550510199834035,6
52,56001.20302819263,618.9599805947136,10,4063.677976398931,29,40014.69649279731,6,3.164815778643523,10
44,43049.5301382038,681.9440864821804,10,1880.0725776717247,51,25866.265968673575,4,5.639922946676279,1
61,90845.11892096998,724.9453906551842,14,892.6202136271961,59,41758.256980336104,3,6.127341688318689,5
32,96089.9417672322,746.5273029485219,10,2464.219819997407,68,18151.239304457344,4,2.994340873955026,5
59,46285.24826423311,712.2389394526523,10,1423.6332350810585,111,28188.48675672986,3,7.809605092809507,11
22,65510.49754937062,760.061019556958,11,3519.502317445466,87,17385.018779871963,3,3.785978524623857,11
23,33498.470581279056,705.1318848445388,2,1529.6650013418553,97,55685.65387095654,4,9.299181929764693,6
57,81461.04318006254,731.8327893001302,8,2478.9922609740674,14,32618.91029490818,1,6.910504358110575,5
37,80940.18349286629,736.2434689567872,7,4354.972512596997,60,3249.423037231896,2,4.927160748732505,1
22,54094.755345846206,666.5989675469758,8,3818.2343466569637,16,47788.9620271193,5,8.109208015325608,7
22,60337.70116839791,723.56020595406,1,3073.4070439467387,37,9002.303624639177,6,8.361231634419983,3
48,58124.69100954658,623.5613061415452,2,2346.9067449372706,75,20205.43939349809,2,3.614334450480493,8
43,27630.843326394486,700.9887405529319,18,2959.475747453306,21,27024.51193738491,5,4.057430894524759,7
57,90920.08295200254,714.6215496001072,15,3326.7807432700647,65,28249.87962265481,5,9.423596383557431,2
52,44660.935222351385,743.0657072419598,1,1316.0771641414135,14,27255.83335232597,6,2.4826693452694473,2
53,44797.014554841575,729.2455582388784,5,3521.604692708607,35,3004.317419908195,2,1.379353752666408,7
21,56991.60291076334,743.8468510000828,2,1177.9671369315029,64,27305.519527431654,6,5.0864979034859426,1
39,79910.97170724557,674.0371801924147,3,3186.942322014732,74,36509.68905703554,3,8.21088910219266,8
22,48173.93569815938,659.2764107197971,19,1171.7315145404307,21,36077.96044991237,6,7.945012956796712,3
64,20956.295571931114,663.506074526863,18,4855.355492044737,54,500.0,4,9.275775660215492,5
46,42260.03878540932,695.9770238269178,18,3416.0099499244466,41,10165.206777784582,1,5.798805979321362,2
52,68482.80838157982,571.4751790614648,14,632.7696654568549,86,4332.175306986797,1,1.9005820440987997,2
26,103795.00575618373,759.9054182236732,8,2498.8880485238165,66,25097.19488000674,1,6.298200769024144,2
52,34801.600672536886,682.6324015897385,12,1874.293547098437,94,500.0,2,8.005560529178904,10
24,34069.96465038342,655.0999050598929,10,1732.3276842623632,117,3158.858415777977,2,1.8399530824284376,9
31,29748.089983223683,528.2170273636723,17,2676.524231762102,84,10022.975155231537,3,2.553916609878308,11
37,27265.50017401318,677.7911896293031,11,1386.407500397802,76,500.0,7,1.110615950401038,11
58,84113.8292016286,668.0914090954547,2,3413.758917981323,92,19583.013442113548,1,6.342873215021293,1
44,89893.7715072876,626.1772141612847,4,3345.5849043992102,81,500.0,3,8.98060952751314,7
25,63555.11787160805,639.6171892923793,1,2921.7097299303823,33,27280.17154315299,7,7.035969844018895,8
54,50645.744557182865,678.4018013332902,15,2476.5945657509624,36,14044.675419966896,1,9.838360788318838,7
26,95822.87573725253,644.7058124247391,13,3291.7819431339785,92,10640.251891453363,2,1.5673028724978542,9
42,63478.160833130096,714.3126839707013,8,3449.662607293581,84,13088.770676461127,7,9.127009766363466,2
31,81788.73418720868,635.072984681359,4,3045.9012840900173,15,19094.20861556928,4,8.326614586480126,6
36,49671.02116556369,689.2765057712467,10,925.7511721837147,100,28892.99274114674,4,3.8281736844955443,10
53,60884.877084475476,750.8027221286702,19,1553.936663357192,10,39756.45910395676,4,9.761738966535265,9
29,35253.16709105908,677.804248246247,18,2178.326894209465,39,35208.58722822432,6,3.5914397335427353,1
26,72584.97943787169,701.3586274375847,5,729.050922580363,37,53475.32484164924,4,9.003742514453966,3
36,63818.75501546631,697.559083244036,19,2768.803759997836,22,30129.458140661744,5,8.926737193667705,11
49,42108.73535172432,680.479813977036,16,4193.20624878834,41,22104.726535608992,1,7.818918549426752,5
23,42377.85700947077,675.9795714833893,1,4002.028440111511,17,13144.522710025565,4,6.071234264315667,10
40,92319.17006677487,645.7175467130053,12,3387.55137280585,78,13643.015645862033,7,2.0800247465519925,4
56,99433.37500923633,689.0607374334692,2,3373.254320645866,105,28085.570398488824,5,5.787745610468484,8
39,55737.29326665358,663.003949469632,8,5158.354637156057,94,5008.337873326938,5,4.211166300894411,9
46,61355.071455243255,772.7654100940824,18,3512.6365986140345,114,23434.64208787904,5,8.129953298398165,3
23,68002.28949296434,728.6685955465947,16,3610.762824146016,85,19717.026562941734,3,7.823162858471604,4
39,62960.63516319374,592.8322462466992,5,773.3023667966145,68,9078.544152465684,7,9.195512566353447,3
40,26514.045589227397,596.1705201069153,13,4099.382553227521,5,4232.145605507276,3,1.133471461885371,7
52,68557.41354380772,672.1724078576381,19,2978.1968203666747,67,57870.76252597762,5,8.281928951407416,7
27,18242.219307987827,656.2816713536153,3,2404.258785480787,93,500.0,6,9.446158478122019,2
61,45346.31617484762,669.0083649066845,8,2106.8342511181136,38,18983.62153480076,4,8.103704041973351,0
53,70108.54293249635,719.0696876391388,12,1841.685475996906,107,38338.75712235809,1,2.1717501388333003,5
60,71999.88415849674,698.9441539326414,2,4008.132254033075,14,27935.85297392417,7,1.7315119435679898,1
59,43798.538315810205,698.3377538274892,11,2465.9692848911513,88,12896.966660665088,6,1.1876071582693073,1
38,50831.26119626165,766.7716799297236,12,1885.9857293557025,11,2117.7929668199286,2,6.658707032452639,2
60,48123.269820030924,596.6665067496152,18,1574.1438343238624,60,21946.79664889286,3,6.667053866738986,7
21,57943.1167372786,686.236330048934,13,2704.718553355428,84,500.0,4,9.882223427963911,2
31,59464.11306728673,645.2568471231648,5,2068.4683549386605,41,22548.00590593803,4,4.582388566936862,6
48,73369.36259058221,766.1261471503611,12,1794.693337000414,33,20522.398803418102,2,3.9871565640774707,9
45,49662.06274220433,547.4389036505994,2,841.4128368694358,16,36051.82892789899,2,6.619824344659532,9
43,67467.9238382711,550.0711048572199,5,3651.2288314053967,21,2849.9038537335073,7,8.430478052568345,8
51,70140.31528974383,698.2781777808831,7,2334.3720694602807,52,15147.92900230901,4,9.430965545707016,7
50,63965.78754743731,747.5777935594488,12,1197.7136115711755,88,26553.524702562765,2,8.228117495611347,0
62,54807.88355101051,726.395259279023,16,2174.51663040054,30,23083.516380553425,4,4.840065825542243,6
55,63612.90928550881,631.9411524009375,8,3158.958467158741,116,500.0,6,6.714228117808577,6
27,75034.80546787153,770.3853033200947,9,2534.609045923974,87,10287.47404424176,7,8.706693940445053,7
36,76783.69735432624,606.1118750843475,15,2729.1924973247314,115,40998.67340347091,2,5.415487194805655,9
46,96307.45369653811,758.4490513726007,5,2551.0579095883713,16,23889.895779366732,6,2.9501797933485343,4
22,40199.47527387476,614.0463049785114,13,967.7730682707027,25,500.0,6,2.5275109577308568,9
21,51199.85218009195,658.8905496597667,5,3638.210251916237,46,33248.482200160055,2,1.0014197012025106,8
32,27730.626794631957,718.3561722714151,11,450.1046075416807,65,500.0,7,7.464141954831558,8
25,78620.1892865571,592.0275301462301,10,3053.8438895337304,62,15394.692535808728,4,1.9998748796139145,7
57,53309.84987286507,768.141403852446,13,3238.685105794534,58,28449.148318647167,5,3.1945518972634637,5
52,64123.81964058653,658.5233701159211,9,2236.187555464981,38,38205.58820028104,4,3.68088698370514,5
29,47913.22861106721,688.2365681406974,14,2924.1070285666683,11,500.0,1,6.043418741230915,0
61,53465.920100443494,749.7320473424452,18,2167.437436911735,113,30673.85161206047,2,4.581615495661923,5
55,84463.80210853317,632.412479289971,15,2938.5942437093377,39,32925.869600757,3,7.072065928208456,3
39,73884.66820971968,743.6488211753233,10,3691.5070522226856,19,11644.767977628051,7,1.5007479339583245,3
36,57769.558846821084,778.4320142535422,7,1549.4482883375963,69,21363.63634151525,2,2.115452748379955,1
23,75356.27838952794,640.6652601602252,8,3308.7578307427634,94,500.0,1,5.4929035317994,10
40,75798.00160075747,762.1632603557777,3,4530.877602865734,103,500.0,6,4.032683090621468,3
44,52171.4896662653,574.3652843455038,15,2817.4783150412327,29,36627.990800123815,3,3.6623202647622373,4
53,30618.408787275832,703.376023687674,16,1896.2749306943056,110,11916.571565210466,3,1.6032527113377046,11
44,42016.767459959214,606.2840890577714,4,5215.879406902643,63,14806.816527467914,4,9.061472572732013,4
31,33189.42793234966,736.5541129121714,6,2606.4474868537086,83,23520.146055410394,5,7.226367275125456,4
28,83288.69291985815,731.6273629053322,1,2777.835884563453,90,14511.016838346912,4,2.0945634113768445,3
56,86762.30432895361,804.6427997354746,4,2802.849051440328,10,13119.61799694577,7,1.5854136196342656,0
58,91727.47760318033,765.27697897715,11,3037.435993119137,56,25917.33592865074,3,9.773852800881187,9
60,19608.889020456627,670.0537281439127,12,2093.3500654612176,83,500.0,3,7.130552953955544,7
40,81428.01820747444,615.0951507620696,5,2727.989032845005,92,37398.7647779089,5,4.757104639843673,2
